1991 census - small area statistics,,,,
ONS Crown Copyright Reserved [from Nomis on 6 May 2026],,,,
,,,,
date,1991,,,
,,,,
1991 frozen ward,S01:1 (Present residents : Total persons ),S01:8 (Absent residents (part of household present) : Total persons ),S01:15 (Absent residents (wholly absent household - enumerated) : Total persons ),S01:22 (Absent residents (wholly absent household - imputed) : Total persons )
26UFFS Offa,"1,990",20,7,15
26UFFT Oughton,"5,028",68,43,28
26UFFU Priory,"3,213",101,57,41
26UFFW Royston East,"5,610",83,79,31
26UFFX Royston West,"7,990",148,102,44
26UFFY Sandon,"1,392",52,10,13
26UFFZ Walsworth,"7,827",87,73,18
26UFGA Weston,"1,488",33,23,4
26UFGB Wilbury,"4,811",85,70,60
26UGFA Ashley,"6,396",114,62,64
26UGFB Batchwood,"6,029",85,41,56
26UGFC Clarence,"5,242",178,92,61
26UGFD Colney Heath,"3,745",72,40,34
26UGFE Cunningham,"6,020",153,77,75
26UGFF Harpenden East,"6,217",209,87,40
26UGFG Harpenden North,"7,186",204,121,48
26UGFH Harpenden South,"6,405",217,101,49
26UGFJ Harpenden West,"5,948",259,142,61
26UGFK London Colney,"7,882",85,69,96
26UGFL Marshalswick North,"6,093",108,49,47
26UGFM Marshalswick South,"6,300",229,91,44
26UGFN Park Street,"5,825",140,56,55
26UGFP Redbourn,"5,374",171,77,44
26UGFQ St.Peters,"5,298",163,88,408
26UGFR St.Stephens,"6,889",141,76,47
26UGFS Sandridge,"4,782",86,74,44
26UGFT Sopwell,"6,388",100,56,136
26UGFU Verulam,"6,038",279,98,155
26UGFW Wheathampstead,"5,738",185,116,52
26UHFA Bandley Hill,"7,878",104,109,68
26UHFB Bedwell Plash,"4,863",51,45,52
26UHFC Chells,"4,117",65,32,38
26UHFD Longmeadow,"6,564",86,62,36
26UHFE Martins Wood,"7,162",88,91,69
26UHFF Mobbsbury,"4,245",58,40,23
26UHFG Monkswood,"3,006",32,58,38
26UHFH Old Stevenage,"6,514",138,79,106
26UHFJ Pin Green,"4,641",66,36,60
26UHFK Roebuck,"5,337",53,68,39
26UHFL St.Nicholas,"4,735",65,52,59
26UHFM Shephall,"4,416",54,45,32
26UHFN Symonds Green,"6,745",122,109,98
26UHFP Wellfield,"2,269",30,16,83
26UJFA Abbots Langley,"4,265",90,40,23
26UJFB Ashridge,"3,297",56,36,14
26UJFC Bedmond,"2,957",48,52,50
26UJFD Carpenders Park,"4,628",105,71,87
26UJFE Chorleywood,"5,056",229,129,19
26UJFF Chorleywood West,"4,836",210,82,25
26UJFG Croxley Green,"4,046",96,42,22
26UJFH Croxley Green North,"2,907",56,33,23
26UJFJ Croxley Green South,"3,317",80,48,28
26UJFK Hayling,"3,781",39,44,36
26UJFL Langleybury,"3,487",64,38,36
26UJFM Leavesden,"5,010",50,34,45
26UJFN Maple Cross and West Hyde,"2,458",68,36,34
26UJFP Mill End,"2,860",42,37,20
26UJFQ Money Hill,"3,450",109,51,19
26UJFR Moor Park,"4,257",301,87,77
26UJFS Northwick,"4,604",49,61,49
26UJFT Oxhey Hall,"3,095",64,65,41
26UJFU Rickmansworth,"3,886",125,81,87
26UJFW Sarratt,"2,418",92,52,15
26UKFA Callowland,"5,167",78,64,103
26UKFB Central,"5,591",96,101,405
26UKFC Holywell,"5,435",73,53,155
26UKFD Leggatts,"5,474",90,52,137
26UKFE Meriden,"6,819",99,66,57
26UKFF Nascot,"5,656",167,67,106
26UKFG Oxhey,"5,854",146,64,134
26UKFH Park,"5,000",223,87,35
26UKFJ Stanborough,"6,272",88,84,52
26UKFK Tudor,"6,413",81,74,64
26UKFL Vicarage,"6,971",119,99,242
26UKFM Woodside,"6,136",83,77,57
26ULFA Brookmans Park and Little Heath,"4,941",162,83,52
26ULFB Haldens,"12,070",189,188,200
26ULFC Handside,"5,705",208,76,46
26ULFD Hatfield Central,"5,036",80,53,188
26ULFE Hatfield East,"6,558",211,84,162
26ULFF Hatfield North,"5,466",87,83,73
26ULFG Hatfield West,"5,922",108,62,65
26ULFH Hollybush,"5,045",77,66,36
26ULFJ Howlands,"5,496",67,58,38
26ULFK Northaw,"4,970",155,93,89
26ULFL Peartree,"6,360",71,39,80
26ULFM Sherrards,"5,344",130,84,37
26ULFN Welham Green and Redhall,"6,485",109,85,94
26ULFP Welwyn East,"5,027",241,89,30
26ULFQ Welwyn West,"3,486",117,72,38
28UBFA Cowes Castle,"3,406",74,87,71
28UBFB Cowes Central,"2,385",50,29,50
28UBFC Cowes Medina,"3,064",60,37,35
28UBFD Cowes Northwood,"3,516",99,40,25
28UBFE East Cowes,"3,724",68,61,44
28UBFF Newport Carisbrooke,"4,989",68,55,52
28UBFG Newport Central,"1,666",30,17,26
28UBFH Newport Mount Joy,"3,112",61,18,32
28UBFJ Newport Pan,"4,263",67,24,36
28UBFK Newport Parkhurst,"4,223",59,16,21
28UBFL Newport Wootton and Fairlee,"5,913",124,86,75
28UBFM Osborne,"2,897",41,46,10
28UBFN Ryde Ashey and Binstead,"5,508",123,71,55
28UBFP Ryde East,"5,392",83,81,144
28UBFQ Ryde St. Helens,"3,751",97,80,62
28UBFR Ryde St. Johns,"4,811",80,65,85
28UBFS Ryde West,"5,346",132,57,129
28UCFA Arreton and Newchurch,"3,367",100,56,17
28UCFB Bembridge,"3,370",91,76,30
28UCFC Brading,"2,012",31,22,12
28UCFD Brightstone and Shorwell,"2,281",85,24,34
28UCFE Calbourne and Shalfleet,"2,233",65,21,40
28UCFF Chale and Niton,"2,583",49,37,96
28UCFG Freshwater,"5,068",79,69,51
28UCFH Gatcombe and Godshill,"2,408",67,38,26
28UCFJ Lake,"4,263",48,55,39
28UCFK Sandown,"5,070",69,70,90
28UCFL Shanklin North,"4,028",58,40,45
28UCFM Shanklin South,"3,692",49,74,69
28UCFN Totland,"2,521",52,31,53
28UCFP Ventnor,"5,656",115,73,134
28UCFQ Wroxall,"1,601",17,20,18
28UCFR Yarmouth,820,32,19,14
29UBFA Aldington,"1,359",45,21,15
29UBFB Appledore,868,20,15,10
29UBFC Ashford Bockhanger,"3,051",32,37,35
29UBFD Ashford Brookfield,"1,978",15,22,16
29UBFE Ashford Bybrook,"1,720",23,13,12
29UBFF Ashford Central,"3,762",86,36,58
29UBFG Ashford Eastmead,"2,059",22,16,24
29UBFH Ashford Hampden,"1,511",14,12,30
29UBFJ Ashford Henwood,"1,511",21,11,15
29UBFK Ashford Kennington Lees,"2,118",42,22,19
29UBFL Ashford Musgrove,"1,703",13,5,12
29UBFM Ashford Queens,"1,628",21,26,46
29UBFN Ashford Singleton,"2,773",51,23,45
29UBFP Ashford South Willesborough,"2,807",30,33,47
29UBFQ Ashford Spearpoint,"1,557",38,15,2
29UBFR Ashford Twelve Acres,"1,847",16,4,11
29UBFS Ashford Victoria Park,"1,676",12,17,15
29UBFT Ashford Warren,"1,729",51,27,15
29UBFU Ashford Waterside,"1,536",20,18,8
29UBFW Ashford Willesborough Lees,"3,598",50,38,27
29UBFX Ashford Windmill,"1,682",35,9,8
29UBFY Ashford Woolreeds,"1,645",17,13,6
29UBFZ Bethersden,"1,285",28,12,16
29UBGA Biddenden,"2,069",62,49,25
29UBGB Boughton Aluph,"1,589",54,24,25
29UBGC Brabourne,"1,820",49,27,18
29UBGD Charing,"2,589",61,33,24
29UBGE Chilham,"1,980",42,24,23
29UBGF Great Chart,"2,427",45,43,42
29UBGG Hamstreet,"2,134",54,35,11
29UBGH High Halden,"1,370",23,14,4
29UBGJ Hothfield,"1,556",34,10,14
29UBGK Kingsnorth,"3,560",49,37,29
29UBGL Mersham,"2,075",53,22,16
29UBGM Pluckley,"1,057",40,12,11
29UBGN Rolvenden,"1,560",44,18,19
29UBGP Smarden,"1,950",63,27,49
29UBGQ Stanhope,"3,928",31,13,52
29UBGR Tenterden East,"1,680",44,35,19
29UBGS Tenterden St.Michaels,"2,130",43,24,25
29UBGT Tenterden South East,"1,586",43,13,25
29UBGU Tenterden West,"1,251",44,34,9
29UBGW Wittersham,"1,365",36,15,15
29UBGX Woodchurch,"1,677",51,22,31
29UBGY Wye,"1,831",50,40,33
29UCFA Barham Downs,"2,585",73,23,30
29UCFB Barton,"6,245",176,108,86
29UCFC Blean Forest,"2,186",59,21,19
29UCFD Chartham,"2,828",61,29,24
29UCFE Chestfield,"5,078",107,88,33
29UCFF Gorrell,"5,249",78,53,45
29UCFG Harbledown,"1,939",83,30,3
29UCFH Harbour,"4,346",72,82,73
29UCFJ Herne,"10,378",132,112,97
29UCFK Heron,"6,979",92,88,117
29UCFL Little Stour,"2,166",78,35,10
29UCFM Marshside,"2,534",37,33,35
29UCFN Northgate,"7,479",174,77,131
29UCFP North Nailbourne,"2,407",62,28,27
29UCFQ Reculver,"8,397",133,99,117
29UCFR St.Stephens,"7,757",218,73,110
29UCFS Seasalter,"6,340",113,89,79
29UCFT Stone Street,"1,864",82,23,18
29UCFU Sturry North,"2,370",46,30,24
29UCFW Sturry South,"3,039",71,53,9
29UCFX Swalecliffe,"3,438",34,36,50
29UCFY Tankerton,"3,819",75,50,58
29UCFZ West Bay,"5,814",84,87,47
29UCGA Westgate,"7,074",182,124,82
29UCGB Wincheap,"6,254",109,69,87
29UDFA Bean,"1,714",12,9,33
29UDFB Brent,"5,080",42,57,31
29UDFC Darenth,"3,720",46,37,91
29UDFD Galley Hill,"2,899",21,41,68
29UDFE Greenhithe,"3,259",36,18,62
29UDFF Gundulf,"4,099",54,28,59
29UDFG Heath,"5,156",98,40,27
29UDFH Horns Cross,"1,376",13,11,25
29UDFJ Joyce Green,"2,863",23,26,43
29UDFK Littlebrook,"3,752",24,40,81
29UDFL Longfield,"4,719",95,47,48
29UDFM Maypole,"3,597",54,48,29
29UDFN Miskin,"2,709",51,45,20
29UDFP Newtown,"4,553",38,53,69
29UDFQ Princes,"5,350",59,39,51
29UDFR Priory,"1,886",21,40,28
29UDFS Southfleet,"1,187",36,6,22
29UDFT Stone,"5,393",50,87,105
29UDFU Sutton-at-Hone and Hawley,"3,953",48,57,45
29UDFW Swanscombe,"2,830",31,40,43
29UDFX Wilmington Central,"2,051",53,39,12
29UDFY Wilmington East,"1,578",35,22,7
29UDFZ Wilmington West,"2,869",40,24,13
29UEFA Ash,"2,607",39,27,34
29UEFB Aylesham,"3,939",54,27,24
29UEFC Barton,"3,892",74,24,38
29UEFD Buckland,"4,543",52,32,31
29UEFE Capel-le-Ferne,"2,883",54,31,51
29UEFF Castle,"2,671",72,61,74
29UEFG Cornilo,"1,867",45,31,20
29UEFH Eastry,"2,190",34,29,20
29UEFJ Eythorne,"2,380",44,33,10
29UEFK Little Stour,"2,364",75,21,16
29UEFL Lower Walmer,"4,676",106,94,63
29UEFM Lydden and Temple Ewell,"2,398",54,23,15
29UEFN Maxton and Elms Vale,"3,630",51,56,38
29UEFP Middle Deal,"6,276",94,77,59
29UEFQ Mill Hill,"3,706",43,29,21
29UEFR Mongeham,"3,996",56,18,43
29UEFS Noninstone,"1,327",42,34,2
29UEFT North Deal,"5,621",104,115,92
29UEFU Pineham,"5,900",190,128,23
29UEFW Priory,"3,332",55,32,96
29UEFX Ringwould,"1,851",53,44,17
29UEFY River,"3,473",84,58,30
29UEFZ St.Margaret's at Cliffe,"2,797",93,70,19
29UEGA St.Radigunds,"3,098",36,19,57
29UEGB Sandwich,"4,500",104,74,51
29UEGC Shepherdswell with Coldred,"2,058",60,23,25
29UEGD Tower Hamlets,"3,538",37,30,68
29UEGE Town and Pier,"1,984",14,38,32
29UEGF Upper Walmer,"2,255",82,41,22
29UEGG Woodnesborough with Staple,"1,379",32,15,26
29UEGH Worth,"1,649",29,18,5
29UFFA Beechings,"6,175",62,38,46
29UFFB Brompton,"6,059",112,80,151
29UFFC Hempstead and Wigmore,"8,981",168,124,50
29UFFD Medway,"6,782",56,72,55
29UFFE North,"5,545",68,63,77
29UFFF Park Wood,"8,074",120,94,51
29UFFG Priestfield,"6,104",66,71,136
29UFFH Rainham,"5,766",81,60,29
29UFFJ Rainham Mark,"7,603",166,89,27
29UFFK Riverside,"5,820",101,59,30
29UFFL St.Margaret's,"8,611",123,109,55
29UFFM South,"5,177",56,45,103
29UFFN Twydall,"5,463",52,35,79
29UFFP Watling Street,"5,936",117,47,39
29UGFA Central,"4,186",119,38,71
29UGFB Chalk,"2,413",31,23,38
29UGFC Cobham and Luddesdown,"1,487",51,24,24
29UGFD Coldharbour,"4,186",55,40,49
29UGFE Higham,"3,739",100,69,3
29UGFF Istead,"3,609",62,33,51
29UGFG Meopham North,"4,326",113,65,28
29UGFH Meopham South,"4,102",108,58,64
29UGFJ Northfleet East,"5,602",87,67,103
29UGFK Northfleet West,"6,159",36,59,92
29UGFL Painters Ash,"4,688",44,44,86
29UGFM Pelham,"5,672",94,112,139
29UGFN Riverside,"5,483",70,66,92
29UGFP Riverview,"6,518",129,61,28
29UGFQ Shorne,"2,083",56,37,11
29UGFR Singlewell,"5,767",48,65,70
29UGFS Westcourt,"5,775",62,30,30
29UGFT Whitehill,"6,372",73,61,43
29UGFU Woodlands,"6,718",110,59,88
29UHFA Allington,"6,044",124,73,49
29UHFB Barming,"2,248",66,28,12
29UHFC Bearsted,"5,801",149,80,29
29UHFD Boughton Monchelsea,"2,399",68,32,18
29UHFE Boxley,"8,191",169,101,97
29UHFF Bridge,"7,443",150,105,146
29UHFG Coxheath,"3,827",53,41,33
29UHFH Detling,"1,775",46,13,24
29UHFJ East,"7,303",127,118,40
29UHFK Farleigh,"1,656",48,5,21
29UHFL Harrietsham and Lenham,"4,554",96,62,37
29UHFM Headcorn,"4,159",101,40,65
29UHFN Heath,"7,020",111,85,96
29UHFP High Street,"5,540",69,74,212
29UHFQ Hollingbourne,"1,386",32,30,10
29UHFR Langley,"3,727",63,48,126
29UHFS Leeds,"2,357",64,14,42
29UHFT Loose,"2,239",68,29,33
29UHFU Marden,"4,585",102,49,44
29UHFW North,"7,302",209,80,94
29UHFX Park Wood,"6,759",75,45,85
29UHFY Shepway East,"6,189",76,73,74
29UHFZ Shepway West,"6,071",76,30,92
29UHGA South,"8,598",124,82,137
29UHGB Staplehurst,"5,573",111,58,44
29UHGC Sutton Valence,"1,593",48,17,17
29UHGD Thurnham,"2,540",67,44,20
29UHGE Yalding,"3,554",65,40,26
29UJFA All Saints,"4,452",57,29,47
29UJFB Cuxton and Halling,"4,587",76,51,13
29UJFC Earl,"6,073",67,71,39
29UJFD Frindsbury,"7,236",106,55,78
29UJFE Frindsbury Extra,"4,909",97,52,35
29UJFF Holcombe,"8,362",77,76,167
29UJFG Hoo St.Werburgh,"7,016",147,63,53
29UJFH Horsted,"7,113",102,60,57
29UJFJ Lordswood,"11,437",139,154,110
29UJFK Luton,"7,692",69,78,190
29UJFL Rede Court,"4,662",100,74,25
29UJFM St.Margarets and Borstal,"6,905",143,90,102
29UJFN Temple Farm,"8,071",89,72,67
29UJFP Thames Side,"6,644",107,99,53
29UJFQ Town,"8,203",127,100,376
29UJFR Troy Town,"5,859",89,90,71
29UJFS Walderslade,"13,001",183,144,116
29UJFT Warren Wood,"6,118",71,63,41
29UJFU Wayfield,"5,544",49,48,41
29UJFW Weedswood,"5,773",84,50,34
29UKFA Ash-cum-Ridley,"7,181",154,50,190
29UKFB Brasted,"1,290",47,20,17
29UKFC Chevening,"2,748",104,45,8
29UKFD Crockenhill,"1,550",27,18,20
29UKFE Dunton Green,"1,495",25,30,13
29UKFF Edenbridge North,"3,143",86,27,14
29UKFG Edenbridge South,"4,111",110,56,34
29UKFH Eynsford,"1,674",37,35,26
29UKFJ Farningham,"1,306",29,11,19
29UKFK Fawkham and Hartley,"5,889",131,85,59
29UKFL Halstead Knockholt and Badgers Mount,"3,285",115,33,12
29UKFM Hextable and Swanley Village,"4,533",77,58,27
29UKFN Horton Kirby,"2,907",49,33,30
29UKFP Kemsing,"3,754",83,60,45
29UKFQ Leigh,"1,440",43,28,7
29UKFR Otford,"3,075",113,72,22
29UKFS Penshurst and Fordcombe,"1,400",55,42,12
29UKFT Riverhead,"1,728",92,43,20
29UKFU Seal,"1,901",74,18,21
29UKFW Sevenoaks Kippington,"4,156",257,105,32
29UKFX Sevenoaks Northern,"3,915",78,51,13
29UKFY Sevenoaks Town and St.John's,"5,228",194,100,88
29UKFZ Sevenoaks Weald and Underriver,"1,421",54,10,2
29UKGA Sevenoaks Wildernesse,"3,657",136,82,38
29UKGB Shoreham,"1,324",36,39,8
29UKGC Somerden,"2,800",95,36,11
29UKGD Sundridge and Ide Hill,"1,759",42,31,15
29UKGE Swanley Christchurch,"5,349",63,51,14
29UKGF Swanley St.Mary's,"4,198",52,77,15
29UKGG Swanley White Oak,"6,381",78,83,25
29UKGH Westerham and Crockham Hill,"3,732",127,59,30
29UKGJ West Kingsdown,"5,271",87,74,28
29ULFA Dymchurch and Burmarsh,"3,517",49,70,50
29ULFB Elham,"1,325",50,26,28
29ULFC Folkestone Central,"3,667",41,76,276
29ULFD Folkestone Cheriton,"5,811",84,96,57
29ULFE Folkestone East,"4,728",49,39,119
29ULFF Folkestone Foord,"4,888",61,56,145
29ULFG Folkestone Harbour,"4,614",53,74,163
29ULFH Folkestone Harvey,"4,289",114,117,206
29ULFJ Folkestone Morehall,"4,661",89,49,130
29ULFK Folkestone Park,"5,870",140,91,150
29ULFL Folkestone Sandgate,"4,011",82,73,111
29ULFM Hawkinge and Paddlesworth,"2,184",42,28,12
29ULFN Hythe East,"3,648",97,56,50
29ULFP Hythe North,"2,768",81,51,61
29ULFQ Hythe South,"2,875",38,38,117
29ULFR Hythe West,"3,720",59,33,59
29ULFS Lydd,"5,118",59,72,60
29ULFT Lympne and Stanford,"1,611",35,21,10
29ULFU Marsh,"1,515",32,13,16
29ULFW New Romney,"5,932",127,93,52
29ULFX St.Mary in the Marsh,"2,635",29,34,56
29ULFY Saltwood and Newington,"1,033",56,25,11
29ULFZ Sellindge,"1,580",46,11,23
29ULGA Stone Street,"3,283",110,39,27
29ULGB Swingfield and Acrise,"1,247",23,23,17
29UMFA Abbey,"3,555",38,46,60
29UMFB Borden,"2,503",48,13,8
29UMFC Boughton,"1,861",39,18,11
29UMFD Courtenay,"2,058",48,29,22
29UMFE Davington Priory,"3,618",45,25,18
29UMFF East Downs,"3,005",70,39,17
29UMFG Eastern,"4,898",46,34,56
29UMFH Grove,"6,603",97,68,15
29UMFJ Hartlip and Upchurch,"2,521",60,30,19
29UMFK Iwade and Lower Halstow,"2,183",24,11,3
29UMFL Kemsley,"3,371",37,40,17
29UMFM Milton Regis,"5,898",48,64,26
29UMFN Minster Cliffs,"6,170",96,66,78
29UMFP Murston,"6,634",46,66,30
29UMFQ Newington,"2,372",39,27,16
29UMFR Queenborough and Halfway,"7,219",87,57,101
29UMFS Roman,"7,095",94,62,34
29UMFT St.Ann's,"5,419",69,57,16
29UMFU Sheerness East,"4,873",44,60,148
29UMFW Sheerness West,"6,312",59,35,122
29UMFX Sheppey Central,"4,421",49,68,36
29UMFY Teynham and Lynsted,"5,253",85,50,91
29UMFZ Watling,"3,973",67,37,27
29UMGA West Downs,"2,606",62,30,11
29UMGB Woodstock,"7,691",148,69,29
29UNFA Beacon Road,"4,147",59,37,72
29UNFB Birchington East,"5,824",64,81,98
29UNFC Birchington West,"3,585",55,88,64
29UNFD Bradstowe,"3,512",86,80,159
29UNFE Cecil,"2,186",18,27,69
29UNFF Central Eastcliff,"5,893",69,72,281
29UNFG Central Westcliff,"6,956",130,103,296
29UNFH Cliftonville,"6,877",100,82,121
29UNFJ Dane Park,"4,447",50,45,66
29UNFK Ethelbert,"1,995",15,10,89
29UNFL Kingsgate,"2,038",66,27,48
29UNFM Margate West,"6,452",90,48,36
29UNFN Marine,"2,199",32,19,38
29UNFP Minster Parish,"3,165",51,45,25
29UNFQ Newington,"4,763",56,22,58
29UNFR Northdown Park,"6,051",87,32,54
29UNFS Northwood,"6,310",77,42,160
29UNFT Pier,"2,303",20,31,117
29UNFU Pierremont,"3,112",70,62,112
29UNFW St.Lawrence,"4,305",67,52,54
29UNFX St.Peters,"5,720",76,54,56
29UNFY Salmestone,"4,609",54,28,38
29UNFZ Sir Moses Montefiore,"3,516",58,37,43
29UNGA Southwood,"4,493",66,57,59
29UNGB Thanet Parishes,"1,733",44,20,18
29UNGC Upton,"5,439",95,54,129
29UNGD Westgate-on-Sea,"6,508",82,86,89
29UPFA Aylesford and Eccles,"5,319",88,93,44
"29UPFB Birling,Ryarsh and Leybourne","5,038",71,78,66
29UPFC Blue Bell Hill,"3,801",95,44,35
29UPFD Borough Green,"3,105",66,59,23
29UPFE Burham and Wouldham,"2,109",22,38,19
29UPFF Cage Green,"3,981",93,46,29
29UPFG Castle,"3,909",118,58,39
29UPFH Ditton,"4,848",81,60,35
29UPFJ East Malling,"3,974",73,37,45
29UPFK East Peckham,"3,249",71,29,38
29UPFL Hadlow,"3,396",82,38,44
29UPFM Higham,"4,674",137,67,37
29UPFN Hildenborough,"4,613",134,79,23
29UPFP Ightham,"1,626",84,25,8
29UPFQ Judd,"4,376",80,43,26
29UPFR Larkfield,"8,292",112,69,76
29UPFS Medway,"3,321",82,40,8
29UPFT Mereworth and West Peckham,"1,515",27,16,5
29UPFU Oast,"2,284",73,25,28
29UPFW Platt,"1,236",43,21,39
29UPFX Plaxtol and Shipbourne,"1,314",52,17,26
29UPFY Snodland,"7,070",77,74,43
29UPFZ Trench,"4,873",70,67,10
29UPGA Vauxhall,"3,998",87,55,34
29UPGB Wateringbury,"1,650",37,25,8
29UPGC West Malling,"2,357",38,50,34
29UPGD Wrotham,"1,659",49,34,25
29UQFA Benenden,"1,633",71,17,6
29UQFB Brenchley,"2,596",93,46,21
29UQFC Capel,"2,131",41,32,4
29UQFD Cranbrook,"4,453",140,51,26
29UQFE Culverden,"4,718",138,125,204
29UQFF Frittenden and Sissinghurst,"1,908",111,34,2
29UQFG Goudhurst,"2,345",102,20,31
29UQFH Hawkhurst,"3,998",131,39,49
29UQFJ Horsmonden,"1,874",56,42,9
29UQFK Lamberhurst,"1,325",41,18,10
29UQFL Paddock Wood,"6,912",97,81,51
29UQFM Pantiles,"4,583",109,71,33
29UQFN Park,"4,866",134,104,73
29UQFP Pembury,"5,800",123,52,41
29UQFQ Rusthall,"5,709",107,86,52
29UQFR St.James',"5,393",136,97,108
29UQFS St.John's,"6,052",175,86,50
29UQFT St.Mark's,"4,803",180,118,78
29UQFU Sandhurst,"1,251",38,9,4
29UQFW Sherwood,"6,549",98,69,41
29UQFX Southborough East,"3,295",60,46,18
29UQFY Southborough North,"4,094",139,79,28
29UQFZ Southborough West,"2,867",54,34,16
29UQGA Speldhurst and Bidborough,"5,312",244,88,54
38UBFA Adderbury,"2,228",83,31,6
38UBFB Ambrosden,"2,730",73,41,35
38UBFC Ardley,"3,238",71,34,31
38UBFD Bicester East,"7,914",140,111,44
38UBFE Bicester South,"3,952",63,55,64
38UBFF Bicester West,"7,564",136,115,90
38UBFG Bloxham,"3,747",123,47,20
38UBFH Bodicote,"2,066",39,20,29
38UBFJ Calthorpe,"6,192",112,89,322
38UBFK Chesterton,"1,202",33,17,8
38UBFL Cropredy,"1,889",54,36,23
38UBFM Deddington,"2,168",85,45,21
38UBFN Easington,"5,569",108,57,97
38UBFP Fringford,"1,605",55,27,15
38UBFQ Gosford,"1,193",33,20,24
38UBFR Grimsbury,"5,770",64,83,156
38UBFS Hardwick,"7,128",109,88,52
38UBFT Heyford,"3,390",98,43,41
38UBFU Hook Norton,"1,952",71,50,19
38UBFW Hornton,"1,395",52,35,16
38UBFX Kirtlington,"2,350",69,43,41
38UBFY Launton,"2,040",96,35,19
38UBFZ Neithrop,"5,189",54,40,160
38UBGA North West Kidlington,"7,860",154,109,109
38UBGB Otmoor,"1,776",64,29,7
38UBGC Ruscote,"6,186",67,38,22
38UBGD Sibford,"1,569",80,17,9
38UBGE South East Kidlington,"5,451",101,72,30
38UBGF Steeple Aston,"1,500",67,29,25
38UBGG Wroxton,"2,001",70,34,11
38UBGH Yarnton,"3,425",62,36,35
38UCFA Blackbird Leys,"8,154",94,48,105
38UCFB Central,"1,089",27,24,15
38UCFC Cherwell,"6,024",236,115,191
38UCFD East,"6,426",195,104,139
38UCFE Headington,"7,554",160,106,118
38UCFF Iffley,"7,170",162,76,114
38UCFG Littlemore,"6,880",63,54,80
38UCFH Marston,"5,854",112,53,131
38UCFJ North,"4,599",258,91,192
38UCFK old marston and risinghurst,"6,112",120,82,29
38UCFL Quarry,"6,170",185,85,112
38UCFM St.Clement's,"6,763",257,139,339
38UCFN South,"6,267",174,107,157
38UCFP Temple Cowley,"6,382",104,67,154
38UCFQ West,"5,243",175,90,131
38UCFR Wolvercote,"6,143",343,100,134
38UCFS Wood Farm,"6,843",133,52,98
38UDFA Aston Rowant,"2,338",119,45,10
38UDFB Benson,"4,534",142,98,22
38UDFC Berinsfield,"2,864",24,22,23
38UDFD Brightwell,"2,392",85,56,4
38UDFE Chalgrove,"4,145",131,55,35
38UDFF Chinnor,"5,721",128,64,36
38UDFG Cholsey,"3,929",108,42,38
38UDFH Clifton Hampden,"2,638",100,39,48
38UDFJ Crowmarsh,"3,006",130,56,38
38UDFK Didcot North,"5,676",106,83,39
38UDFL Didcot Northbourne,"3,831",61,59,33
38UDFM Didcot South,"5,879",76,65,41
38UDFN Dorchester,"2,125",77,40,14
38UDFP Forest Hill,"2,004",75,45,17
38UDFQ Garsington,"2,219",64,35,10
38UDFR Goring,"3,437",185,76,35
38UDFS Goring Heath,"2,091",99,53,27
38UDFT Great Milton,"2,256",83,35,10
38UDFU Hagbourne,"3,004",87,54,32
38UDFW Henley,"9,734",414,263,147
38UDFX Horspath,"1,353",15,18,31
38UDFY Kidmore End,"1,627",90,48,9
38UDFZ Nettlebed,"2,178",141,37,39
38UDGA Rotherfield Peppard,"1,840",98,50,24
38UDGB Shiplake,"2,308",169,49,40
38UDGC Sonning Common,"3,531",131,70,13
38UDGD Thame North,"5,859",98,74,49
38UDGE Thame South,"4,935",113,47,41
38UDGF Wallingford,"6,311",155,104,46
38UDGG Watlington,"2,593",117,70,25
38UDGH Wheatley,"4,054",113,43,51
38UDGJ Woodcote,"2,495",59,35,19
38UEFA Abbey,"10,492",247,150,72
38UEFB Appleton,"1,430",55,31,11
38UEFC Caldecott,"7,953",138,73,45
38UEFD Craven,"1,890",81,24,15
38UEFE Cumnor,"5,023",147,81,65
38UEFF Drayton,"2,167",30,26,17
38UEFG Faringdon and Littleworth,"5,183",130,95,33
38UEFH Fitzharris,"4,142",88,50,30
38UEFJ Greendown,"2,387",79,30,7
38UEFK Grove,"7,192",177,101,34
38UEFL Harwell and Chilton,"3,077",68,55,11
38UEFM Hendred,"1,733",55,41,20
38UEFN Hinksey,"4,388",147,56,31
38UEFP Icknield,"4,493",134,81,15
38UEFQ Island Villages,"1,761",69,27,10
38UEFR Kennington,"3,715",93,57,49
38UEFS Kingston Bagpuize and Southmoor,"1,707",54,31,19
38UEFT Longworth,"1,392",78,21,27
38UEFU Marcham,"1,962",85,31,10
38UEFW Northcourt,"5,153",113,76,46
38UEFX Ock,"1,795",59,19,30
38UEFY Radley,"2,181",60,22,14
38UEFZ St.Helen Without,"2,241",65,28,6
38UEGA Segsbury,"4,546",115,57,11
38UEGB Shrivenham,"3,659",138,41,21
38UEGC Stanford,"1,872",48,24,20
38UEGD Steventon,"1,378",35,14,2
38UEGE Sunningwell and Wooton,"3,273",114,51,38
38UEGF Sutton Courtenay,"3,315",84,64,26
38UEGG The Coxwells,"1,438",44,28,21
38UEGH Upton and Blewbury,"1,808",66,27,12
38UFFA Ascott and Shipton,"1,652",103,40,40
38UFFB Aston Bampton and Standlake,"2,351",72,34,11
38UFFC Bampton,"2,339",54,32,34
38UFFD Bartons,"1,797",44,37,17
38UFFE Bladon and Cassington,"1,400",35,13,8
