Table 5.11 List of major power producer power stations in the United Kingdom operational at the end of May 2024 [note 1],,,,,,,,,,,,,,,
This worksheet contains one table,,,,,,,,,,,,,,,
Some cells refer to notes which can be found on the notes worksheet,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet, to turn off freeze panes select the 'view' then 'freeze panes' then 'unfreeze panes' or use [Alt W, F]   ",,,,,,,,,,,,,,,
"This table contains empty cells, empty cells indicate data not applicable",,,,,,,,,,,,,,,
Company Name [note 30],Site Name,Technology,Type,CHP,Primary Fuel,Secondary Fuel, InstalledCapacity (MW),Grid Connection Type,Country,Region,Postcode,OS Reference,X-Coordinate,Y-Coordinate,Year Commissioned
Co-owned by SSE Group and Cheung Kong Infrastructure Ltd,Seabank Power Ltd,Fossil Fuel,CCGT,No,Natural Gas,,"  1,234.0 ",HV,England,South West,,,343425.0,161749.0,2000
Co-owned by SSE Group and Wheelabrator Technologies Inc,FM1,Bioenergy,Bioenergy,No,MSW,,  79.0 ,LV,England,Yorkshire and the Humber,,,447490.0,424684.0,2015
Co-owned by SSE Group and Wheelabrator Technologies Inc,FM2,Bioenergy,Bioenergy,No,MSW,,  79.0 ,LV,England,Yorkshire and the Humber,,,447490.0,424684.0,2019
Cubico Sustainable Investments,Owls Hatch,Solar,PV,No,Solar,,  51.9 ,LV,England,South East,,SS478415,615860.0,165945.0,2015
Cubico Sustainable Investments,Wandylaw,Wind,Onshore,No,Wind,,  20.5 ,LV,England,North East,NE675HG,,,,2013
Cubico Sustainable Investments,Middlewick,Wind,Onshore,No,Wind,,  20.7 ,LV,England,East of England,CM07JQ,,600140.0,200001.0,2014
Cubico Sustainable Investments,Kelmarsh,Wind,Onshore,No,Wind,,  12.3 ,LV,England,East Midlands,NN69LZ,,,,2016
Cubico Sustainable Investments,Chiplow,Wind,Onshore,No,Wind,,  8.2 ,LV,England,East of England,PE318SR,,,,2016
Cubico Sustainable Investments,Penmanshiel ,Wind,Onshore,No,Wind,,  28.7 ,LV,Scotland,Scotland,TD113RP,,380006.0,667129.0,2016
Cubico Sustainable Investments,Winwick,Wind,Onshore,No,Wind,,  12.3 ,LV,England,East Midlands,NN67NS,,,,2016
E.ON,Steven's Croft,Bioenergy,Bioenergy,Yes,Biomass,,  46.0 ,LV,Scotland,Scotland,,,312100.0,585100.0,2007
E.ON,Blackburn Meadows,Bioenergy,Bioenergy,Yes,Biomass,,  34.0 ,LV,England,Yorkshire and the Humber,,SK3950991482,440075.0,391650.0,2015
Ecotricity,Fen Farm Solar,Solar,PV,No,Solar,,  0.9 ,LV,England,East Midlands,LN117BP,,537585.0,393825.0,2011
Ecotricity,Bulkworthy Solar,Solar,PV,No,Solar,,  6.9 ,,England,South West,EX22 7UP,SS404147,,,2023
Ecotricity,Dalby Solar,Solar,PV,No,Solar,,  6.2 ,,England,East Midlands,LE14 3LY,SK648232,,,2022
Ecotricity,Lynch Knoll,Wind,Onshore,No,Wind,,  0.5 ,LV,England,South West,GL103UJ,,381600.0,200400.0,1996
Ecotricity,Ecotech,Wind,Onshore,No,Wind,,  1.5 ,LV,England,East of England,PE377HT,,0.0,0.0,1999
Ecotricity,Somerton,Wind,Onshore,No,Wind,,  1.8 ,LV,England,East of England,NR294EY,,646900.0,318800.0,2000
Ecotricity,East Kilbride,Wind,Onshore,No,Wind,,  0.6 ,LV,Scotland,Scotland,G750ZZ,,264500.0,652000.0,2001
Ecotricity,Mablethorpe,Wind,Onshore,No,Wind,,  1.2 ,LV,England,East Midlands,LN122QW,,548900.0,382500.0,2002
Ecotricity,Swaffham II,Wind,Onshore,No,Wind,,  1.8 ,LV,England,East of England,PE377HL,,582197.0,309324.0,2003
Ecotricity,Dagenham,Wind,Onshore,No,Wind,,  5.9 ,LV,England,London,RM96SA,,550300.0,181600.0,2004
Ecotricity,Bambers,Wind,Onshore,No,Wind,,  9.6 ,LV,England,East Midlands,LN112QW,,549500.0,383600.0,2004
Ecotricity,Green Park ,Wind,Onshore,No,Wind,,  2.0 ,LV,England,South East,RG26UE,,470755.0,169271.0,2005
Ecotricity,Dundee,Wind,Onshore,No,Wind,,  4.0 ,LV,Scotland,Scotland,DD88UQ,,269652.0,688422.0,2006
Ecotricity,Bristol Port,Wind,Onshore,No,Wind,,  6.0 ,LV,England,South West,BS119DQ,,350907.0,179457.0,2007
Ecotricity,Fen Farm,Wind,Onshore,No,Wind,,  16.0 ,LV,England,East Midlands,LN117LU,,537585.0,393825.0,2007
Ecotricity,Shooters,Wind,Onshore,No,Wind,,  2.0 ,LV,England,South West,BA34LU,,359380.0,150740.0,2008
Ecotricity,Worksop,Wind,Onshore,No,Wind,,  2.0 ,LV,England,East Midlands,S802PU,,461695.0,378487.0,2009
Ecotricity,Cardiff,Wind,Onshore,No,Wind,,  2.3 ,LV,Wales,Wales,CF32EE,,323460.0,179215.0,2011
Ecotricity,Ballymena,Wind,Onshore,No,Wind,,  4.6 ,LV,Northern Ireland,Northern Ireland,BT424HZ,,130743.0,561194.0,2013
Ecotricity,Galsworthy,Wind,Onshore,No,Wind,,  9.2 ,LV,England,South West,EX395NP,,240007.0,115922.0,2014
Ecotricity,Dalby,Wind,Onshore,No,Wind,,  7.3 ,LV,England,East Midlands,LE143LY,,465397.0,322239.0,2016
Ecotricity,H&H,Wind,Onshore,No,Wind,,  0.8 ,LV,England,Yorkshire and the Humber,DN140BA,,0.0,0.0,2016
Ecotricity,QEH,Wind,Onshore,No,Wind,,  0.8 ,LV,England,East of England,PE304ET,,565228.0,320492.0,2016
Ecotricity,RSPB,Wind,Onshore,No,Wind,,  0.8 ,LV,England,East of England,SG192DL,,0.0,0.0,2016
Ecotricity,Alveston,Wind,Onshore,No,Wind,,  6.9 ,LV,England,South West,BS353TD,,365450.0,186055.0,2017
EDF Energy,Hartlepool,Nuclear,AGR,No,Nuclear,,"  1,185.0 ",HV,England,North East,TS252BZ,,451747.0,531078.0,1983
EDF Energy,Heysham 1,Nuclear,AGR,No,Nuclear,,"  1,060.0 ",HV,England,North West,LA32XH,,341498.0,461449.0,1983
EDF Energy,Heysham 2,Nuclear,AGR,No,Nuclear,,"  1,240.0 ",HV,England,North West,LA32XH,,341498.0,461449.0,1988
EDF Energy,Torness,Nuclear,AGR,No,Nuclear,,"  1,200.0 ",HV,Scotland,Scotland,EH421QS,,218252.0,651517.0,1988
EDF Energy,Sizewell B,Nuclear,PWR,No,Nuclear,,"  1,198.0 ",HV,England,East of England,IP164UR,,647453.0,260420.0,1995
EDF Energy,Burwell,Solar,PV,No,Solar,,  5.0 ,,England,East of England,CB25 0BP,,,,2016
EDF Energy,Porth Wen,Solar,PV,No,Solar,,  5.0 ,,Wales,Wales,LL66 0AT   ,,,,2016
EDF Energy,Sutton Bridge,Solar,PV,No,Solar,,  10.0 ,,England,East Midlands,PE12 9TF,,,,2017
EDF Energy,Teesside,Wind,Offshore,No,Wind,,  62.0 ,LV,England,North East,TS240RQ,,458470.0,528174.0,2013
EDF Energy,Blyth,Wind,Offshore,No,Wind,,  40.0 ,LV,England,North East,NE227FB,,438227.0,582010.0,2018
EDF Energy,Great Orton,Wind,Onshore,No,Wind,,  4.0 ,LV,England,North west,CA70JY,,331300.0,553400.0,1999
EDF Energy,Kirkheaton,Wind,Onshore,No,Wind,,  1.8 ,LV,England,North East,NE192DQ,,400800.0,576900.0,2000
EDF Energy,High Hedley I,Wind,Onshore,No,Wind,,  2.4 ,LV,England,North East,DL134PR,,415700.0,541000.0,2001
EDF Energy,Cemmaes,Wind,Onshore,No,Wind,,  15.3 ,LV,Wales,Wales,SY209PR,,286800.0,306000.0,2002
EDF Energy,Llangwyryfon,Wind,Onshore,No,Wind,,  9.4 ,LV,Wales,Wales,SY234SR,,261752.0,269577.0,2003
EDF Energy,Glassmoor I,Wind,Onshore,No,Wind,,  16.0 ,LV,England,East of England,PE262TS,,543128.0,292192.0,2006
EDF Energy,Deeping,Wind,Onshore,No,Wind,,  16.0 ,LV,England,East Midlands,PE113DD,,519905.0,316471.0,2006
EDF Energy,Red House,Wind,Onshore,No,Wind,,  12.0 ,LV,England,East Midlands,PE129NG,,542000.0,329000.0,2006
EDF Energy,Red Tile,Wind,Onshore,No,Wind,,  24.0 ,LV,England,South East,PE282JX,,523939.0,271933.0,2007
EDF Energy,Bicker Fen,Wind,Onshore,No,Wind,,  26.0 ,LV,England,East Midlands,PE203BF,,519870.0,339325.0,2008
EDF Energy,High Hedley II,Wind,Onshore,No,Wind,,  5.2 ,LV,England,North East,DL134PR,,415700.0,541000.0,2008
EDF Energy,Trimdon,Wind,Onshore,No,Wind,,  5.2 ,LV,England,North East,TS296NR,,436000.0,536300.0,2008
EDF Energy,Langley,Wind,Onshore,No,Wind,,  8.0 ,LV,England,North East,DH70EE,,420928.0,547703.0,2008
EDF Energy,Walkway,Wind,Onshore,No,Wind,,  14.0 ,LV,England,North East,TS225NS,,439000.0,530000.0,2008
EDF Energy,Longpark,Wind,Onshore,No,Wind,,  38.0 ,LV,Scotland,Scotland,TD12SW,,348050.0,642050.0,2009
EDF Energy,Broomhill,Wind,Onshore,No,Wind,,  8.0 ,LV,England,North East,DL134LY,,415500.0,539500.0,2009
EDF Energy,Rusholme,Wind,Onshore,No,Wind,,  24.0 ,LV,England,Yorkshire and the Humber,YO88PX,,469500.0,426500.0,2010
EDF Energy,Burnfoot,Wind,Onshore,No,Wind,,  30.1 ,LV,Scotland,Scotland,FK147JZ,,290135.0,703250.0,2010
EDF Energy,Fairfield,Wind,Onshore,No,Wind,,  6.5 ,LV,England,North West,CA144QE,,301826.0,521459.0,2011
EDF Energy,Green Rigg,Wind,Onshore,No,Wind,,  36.0 ,LV,England,North East,NE482EY,,392000.0,582000.0,2012
EDF Energy,Fallago Rig,Wind,Onshore,No,Wind,,  144.0 ,HV,Scotland,Scotland,TD36NW,,357000.0,660000.0,2013
EDF Energy,Boundary Lane,Wind,Onshore,No,Wind,,  6.2 ,LV,England,North East,DH89LQ,,404708.0,550336.0,2013
EDF Energy,Glassmoor II,Wind,Onshore,No,Wind,,  12.3 ,LV,England,East of England,PE262TS,,528421.0,292867.0,2013
EDF Energy,Roade,Wind,Onshore,No,Wind,,  7.2 ,LV,England,East Midlands,NN72EG,,477964.0,252105.0,2014
EDF Energy,Barmoor,Wind,Onshore,No,Wind,,  12.0 ,LV,England,North East,TD152QD,,393797.0,634046.0,2014
EDF Energy,Park Spring,Wind,Onshore,No,Wind,,  8.6 ,LV,England,Yorkshire and the Humber,EH558RT,,439689.0,408763.0,2015
EDF Energy,Burnhead Moss,Wind,Onshore,No,Wind,,  26.0 ,LV,Scotland,Scotland,FK12JW,,288503.0,671903.0,2016
EDF Energy,Rhodders,Wind,Onshore,No,Wind,,  12.3 ,LV,Scotland,Scotland,FK147JZ,,288738.0,697461.0,2016
EDF Energy,Pearie Law,Wind,Onshore,No,Wind,,  19.2 ,LV,Scotland,Scotland,EH558RT,,302205.0,659690.0,2016
EDF Energy,Corriemoillie,Wind,Onshore,No,Wind,,  48.5 ,HV,Scotland,Scotland,IV232PQ,,234700.0,867700.0,2017
EDF Energy,Beckburn,Wind,Onshore,No,Wind,,  31.1 ,LV,England,North West,DG165HU,,334466.0,568940.0,2017
EDF Energy,Dorenell,Wind,Onshore,No,Wind,,  177.0 ,HV,Scotland,Scotland,AB554DT,,332000.0,829500.0,2018
EDF Energy,Burnfoot East,Wind,Onshore,No,Wind,,  10.8 ,LV,Scotland,Scotland,FK147JZ,,,,2020
EDF Energy,West Benhar,Wind,Onshore,No,Wind,,  30.1 ,,Scotland,Scotland,,,,,2023
Eneco Wind UK,Oaklands,Solar,PV,No,Solar,,  5.0 ,LV,England,South West,,SY900894,389957.0,89555.0,2015
Eneco Wind UK,Tullo,Wind,Onshore,No,Wind,,  17.5 ,LV,Scotland,Scotland,,NO757723,387283.0,785873.0,2010
Eneco Wind UK,Lochluichart,Wind,Onshore,No,Wind,,  69.0 ,HV,Scotland,Scotland,,NH333680,232030.0,866235.0,2013
Eneco Wind UK,Twinshiels,Wind,Onshore,No,Wind,,  25.0 ,LV,Scotland,Scotland,,NO757723,375955.0,771728.0,2014
Eneco Wind UK,Burn of Whilk,Wind,Onshore,No,Wind,,  22.5 ,LV,Scotland,Scotland,,ND293407,326232.0,939965.0,2015
Eneco Wind UK,Moy,Wind,Onshore,No,Wind,,  66.0 ,LV,Scotland,Scotland,,NH779370,276741.0,835240.0,2016
Energy Capital Partners,Saltend Power Station,Fossil Fuel,CCGT,Yes,Natural Gas,,"  1,200.0 ",HV,England,Yorkshire and the Humber,HU128GA,,509793.0,428825.0,2000
Energy Capital Partners,Indian Queens Power Ltd,Fossil Fuel,Single cycle,No,Diesel/Gas Oil,,  140.0 ,HV,England,South West,,SW940591,191739.0,58385.0,1996
Engie Power,Ffestiniog Power Station,Pumped Hydro,Pumped Hydro,No,Pumped hydro,,  360.0 ,HV,Wales,Wales,,SH679444,267900.0,344400.0,1963
Engie Power,Dinorwig Power Station,Pumped Hydro,Pumped Hydro,No,Pumped hydro,,"  1,800.0 ",HV,Wales,Wales,,SH594600,259400.0,360000.0,1984
Engie Power,Capel Grange Solar Energy Ltd,Solar,PV,No,Solar,,  4.1 ,LV,England,South East,TN126QX,,565242.0,144832.0,2016
Engie Power,Scotia Wind (Craigengelt) Ltd,Wind,Onshore,No,Wind,,  20.0 ,HV,Scotland,Scotland,FK79QS,,272451.0,686495.0,2010
Engie Power,Crimp Wind Power Ltd,Wind,Onshore,No,Wind,,  2.4 ,HV,England,South West,EX239PD,,225180.0,115445.0,2011
Engie Power,Flimby Wind Energy Ltd,Wind,Onshore,No,Wind,,  6.2 ,HV,England,North West,CA158SU,,302500.0,533500.0,2013
Engie Power,Barlockhart Moor Wind Energy Ltd,Wind,Onshore,No,Wind,,  8.2 ,HV,Scotland,Scotland,DG80JQ,,221183.0,555886.0,2013
Engie Power,Sober Hill Wind Farm Ltd,Wind,Onshore,No,Wind,,  12.3 ,HV,England,Yorkshire and the Humber,YO434TG,,480972.0,437663.0,2013
Engie Power,Blantyre Muir Wind Energy Ltd,Wind,Onshore,No,Wind,,  12.3 ,HV,Scotland,Scotland,G720TR,,268888.0,651781.0,2014
Engie Power,Carsington Wind Energy Ltd,Wind,Onshore,No,Wind,,  8.2 ,HV,England,East Midlands,DE44HF,,424640.0,354200.0,2014
Engie Power,Cairnborrow Wind Energy Ltd,Wind,Onshore,No,Wind,,  10.3 ,HV,Scotland,Scotland,AB544XP,,346153.0,841867.0,2017
EPR,EPR Eye Ltd,Bioenergy,Bioenergy,No,Biomass,Oil,  14.3 ,HV,England,East of England,IP238BW,,613050.0,275050.0,1992
EPR,EPR Glanford Ltd,Bioenergy,Bioenergy,No,Biomass,Oil,  14.0 ,HV,England,East of England,DN158SB,,486050.0,415050.0,1993
EPR,EPR Thetford Ltd,Bioenergy,Bioenergy,No,Biomass,Oil,  41.5 ,HV,England,East of England,IP241LX,,585300.0,286900.0,1998
EPR,EPR Scotland Ltd,Bioenergy,Bioenergy,No,Biomass,Oil,  12.5 ,HV,Scotland,Scotland,KY50HR,,319000.0,695100.0,2000
EPR,EPR Ely Ltd,Bioenergy,Bioenergy,No,Biomass,Natural Gas,  40.0 ,HV,England,East of England,CB62QE,,545000.0,279900.0,2001
EPR,Ovenden Moor,Wind,Onshore,No,Wind,,  18.0 ,LV,England,Yorkshire and the Humber,,,404300.0,430900.0,1993
EPR,Royd Moor,Wind,Onshore,No,Wind,,  6.5 ,LV,England,Yorkshire and the Humber,,,422000.0,404000.0,1993
EPUKi,Lynemouth Power Limited,Bioenergy,Bioenergy,No,Biomass,,  420.0 ,HV,England,North East,NE639NW,,429850.0,590374.0,2018
EPUKi,EP SHB LTD,Fossil Fuel,CCGT,No,Natural Gas,,"  1,365.0 ",HV,England,Yorkshire and the Humber,DN418BZ,,520457.0,409164.0,1997
EPUKi,EP Ballylumford CCGT,Fossil Fuel,CCGT,No,Natural Gas,,  616.0 ,HV,Northern Ireland,Northern Ireland,BT403RS,,156969.0,556595.0,2003
EPUKi,EP Langage Ltd,Fossil Fuel,CCGT,No,Natural Gas,,  905.0 ,HV,England,South West,PL75AW,,257085.0,56194.0,2010
EPUKi,EP Ballylumford,Fossil Fuel,Single cycle,No,Diesel/Gas Oil,,  116.0 ,HV,Northern Ireland,Northern Ireland,BT403RS,,156969.0,556595.0,1974
ESB,Corby Power Station,Fossil Fuel,CCGT,No,Natural Gas,,  407.0 ,HV,England,East Midlands,,,488447.0,266932.0,1994
ESB,CoolkeeraghESB C30,Fossil Fuel,CCGT,No,Natural Gas,,  413.0 ,HV,Northern Ireland,Northern Ireland,BT476UL,,64846.0,584768.0,2004
ESB,Carrington Power,Fossil Fuel,CCGT,No,Natural Gas,,  910.0 ,HV,England,North West,M314AY,,373287.0,393037.0,2016
ESB,CoolkeeraghESB GT8,Fossil Fuel,Single cycle,No,Diesel/Gas Oil,,  53.0 ,HV,Northern Ireland,Northern Ireland,BT476UL,,64846.0,584768.0,1970
European Energy A/S,PV@Pendine Solar Farm,Solar,PV,No,Solar,,  4.9 ,LV,Wales,Wales,,,224103.0,210103.0,2016
European Energy A/S,Canewdon CIC,Solar,PV,No,Solar,,  5.0 ,LV,England,South East,SS4 3LW,,,,2022
European Energy A/S,West End Farm PV CIC,Solar,PV,No,Solar,,  4.9 ,LV,England,East Midlands,	DN22 0EF,,,,2022
European Energy A/S,High Leas PV,Solar,PV,No,Solar,,  4.9 ,,England,East Midlands,LN11 8PJ,,,,2015
European Energy A/S,Canewdon PV,Solar,PV,No,Solar,,  5.0 ,,England,South East,SS4 3LW,,,,2015
European Energy A/S,Woodhouse PV,Solar,PV,No,Solar,,  4.9 ,,England,North East,SR5 3NS,,,,2016
European Energy A/S,West End Farm PV,Solar,PV,No,Solar,,  4.9 ,,England,East Midlands,	DN22 0EF,,,,2015
European Energy A/S,Bubney,Solar,PV,No,Solar,,  5.0 ,,England,East Midlands,SY13 4QH,,,,2015
European Energy A/S,Parc Cynog,Wind,Onshore,No,Wind,,  3.6 ,LV,Wales,Wales,,,225500.0,209500.0,2001
European Energy A/S,Pendine Wind Farm Limited,Wind,Onshore,No,Wind,,  4.8 ,LV,Wales,Wales,,,225230.0,209760.0,2009
Falck Renewables SpA,Cambrian,Wind,Onshore,No,Wind,,  58.5 ,LV,Wales,Wales,SY233LE,,281000.0,280000.0,2005
Falck Renewables SpA,Boyndie,Wind,Onshore,No,Wind,,  16.3 ,LV,Scotland,Scotland,,NJ613641,364000.0,862000.0,2006
Falck Renewables SpA,Earlsburn,Wind,Onshore,No,Wind,,  37.5 ,LV,Scotland,Scotland,,NS697882,269652.0,688422.0,2007
Falck Renewables SpA,Ben Aketil,Wind,Onshore,No,Wind,,  27.6 ,LV,Scotland,Scotland,,NG311485,132500.0,846500.0,2007
Falck Renewables SpA,Kilbraur,Wind,Onshore,No,Wind,,  67.5 ,HV,Scotland,Scotland,,NC788078,278550.0,907550.0,2008
Falck Renewables SpA,Millennium,Wind,Onshore,No,Wind,,  65.0 ,HV,Scotland,Scotland,,NH265106,225679.0,810840.0,2008
Falck Renewables SpA,Nutberry,Wind,Onshore,No,Wind,,  15.0 ,LV,Scotland,Scotland,,NS777322,279021.0,635662.0,2013
Falck Renewables SpA,West Browncastle,Wind,Onshore,No,Wind,,  30.0 ,LV,Scotland,Scotland,,NS619426,261117.0,642821.0,2014
Falck Renewables SpA,Kingsburn,Wind,Onshore,No,Wind,,  22.5 ,LV,Scotland,Scotland,,NS668898,266606.0,686412.0,2016
Falck Renewables SpA,Spaldington,Wind,Onshore,No,Wind,,  11.8 ,LV,England,Yorkshire and the Humber,,SE753329,475377.0,431986.0,2016
Falck Renewables SpA,Assel Valley,Wind,Onshore,No,Wind,,  25.0 ,LV,Scotland,Scotland,,NX211938,223370.0,595995.0,2016
Falck Renewables SpA,Auchrobert,Wind,Onshore,No,Wind,,  38.8 ,LV,Scotland,Scotland,,NS760392,275154.0,638500.0,2017
Foresight Group,Shotwick,Solar,PV,No,Solar,,  72.2 ,LV,Wales,Wales,CH52UA,,332888.0,371036.0,2016
Foresight Group,Moel Moelogan,wind,onshore,No,Wind,,  2.6 ,HV,Wales,Wales,,,284619.0,362203.0,2003
Foresight Group,Moel Moelogan 2,wind,onshore,No,Wind,,  11.7 ,HV,Wales,Wales,,,284700.0,361300.0,2008
Foresight Group,Frodsham wind farm,Wind,Onshore,No,Wind,,  50.4 ,HV,England,North West,CH24LB,,348635.0,376504.0,2017
Fred Olsen Renewables,Brockloch Rig 1,Wind,Onshore,No,Wind,,  21.6 ,LV,Scotland,Scotland,,,261500.0,602500.0,1996
Fred Olsen Renewables,Crystal Rig,Wind,Onshore,No,Wind,,  62.5 ,LV,Scotland,Scotland,,,368000.0,667000.0,2003
Fred Olsen Renewables,Crystal Rig II,Wind,Onshore,No,Wind,,  138.0 ,HV,Scotland,Scotland,,,367000.0,667500.0,2003
Fred Olsen Renewables,Rothes,Wind,Onshore,No,Wind,,  50.6 ,LV,Scotland,Scotland,,,318400.0,855900.0,2004
Fred Olsen Renewables,Pauls Hill,Wind,Onshore,No,Wind,,  64.4 ,LV,Scotland,Scotland,,,311505.0,840495.0,2005
Fred Olsen Renewables,Rothes II,Wind,Onshore,No,Wind,,  41.4 ,LV,Scotland,Scotland,,,318500.0,850500.0,2013
Fred Olsen Renewables,Mid Hill,Wind,Onshore,No,Wind,,  75.9 ,LV,Scotland,Scotland,,,370540.0,786500.0,2013
Fred Olsen Renewables,Crystal Rig III,Wind,Onshore,No,Wind,,  13.8 ,HV,Scotland,Scotland,,,368562.0,672486.0,2016
Fred Olsen Renewables,Brockloch Rig ,Wind,Onshore,No,Wind,,  61.5 ,HV,Scotland,Scotland,,,265160.0,596516.0,2017
Greencoat Capital,Llancayo,Solar,PV,No,Solar,,  4.9 ,LV,Wales,Wales,NP151HY,,336790.0,203067.0,2011
Greencoat Capital,Manor Farm,Solar,PV,No,Solar,,  4.9 ,LV,England,South West,P0229NR,,355189.0,130227.0,2011
Greencoat Capital,Springhill,Solar,PV,No,Solar,,  4.9 ,LV,England,South West,WR127LB,,413653.0,235615.0,2011
Greencoat Capital,Islip,Solar,PV,No,Solar,,  5.0 ,LV,England,East Midlands,NN143LT,,497983.0,279596.0,2012
Greencoat Capital,Grange Farm,Solar,PV,No,Solar,,  5.8 ,LV,England,South West,TA210BU,,229006.0,92956.0,2013
Greencoat Capital,Limberlost,Solar,PV,No,Solar,,  1.6 ,LV,England,South East,RG198BR,,453510.0,164953.0,2013
Greencoat Capital,Redbridge,Solar,PV,No,Solar,,  6.5 ,LV,England,South West,DT28DY,,377194.0,88984.0,2013
Greencoat Capital,Bicester,Solar,PV,No,Solar,,  18.4 ,LV,England,South East,OX252ND,,459052.0,218811.0,2013
Greencoat Capital,Wrangle,Solar,PV,No,Solar,,  10.8 ,LV,England,East Midlands,PE220PZ,,538495.0,348945.0,2014
Greencoat Capital,Stonebarrow,Solar,PV,No,Solar,,  7.5 ,LV,England,South West,EX135UL,,334899.0,98840.0,2014
Greencoat Capital,Stowbridge,Solar,PV,No,Solar,,  24.3 ,LV,England,East of England,CB63LF,,551252.0,272416.0,2014
Greencoat Capital,Westover,Solar,PV,No,Solar,,  7.0 ,LV,England,South East,SP117SE,,434623.0,140438.0,2014
Greencoat Capital,Stables,Solar,PV,No,Solar,,  2.0 ,LV,England,East Midlands,CV136EB,,440233.0,297103.0,2014
Greencoat Capital,Winnards,Solar,PV,No,Solar,,  4.5 ,LV,England,South West,TR96DG,,192864.0,66586.0,2015
Greencoat Capital,Bluegates,Solar,PV,No,Solar,,  10.7 ,LV,England,East of England,CO78DE,,607018.0,222279.0,2015
Greencoat Capital,Rowles,Solar,PV,No,Solar,,  12.8 ,LV,England,South East,OX253QQ,,,,2015
Greencoat Capital,Flit,Solar,PV,No,Solar,,  10.5 ,LV,England,South East,OX51PH,,,,2015
Greencoat Capital,Christchurch,Solar,PV,No,Solar,,  17.9 ,LV,England,South West,BH237AA,,417714.0,95129.0,2015
Greencoat Capital,Egmanton,Solar,PV,No,Solar,,  14.1 ,LV,England,East Midlands,NG220HH,,,,2015
Greencoat Capital,Aston Clinton,Solar,PV,No,Solar,,  24.2 ,LV,England,South East,HP225DY,,484594.0,215796.0,2015
Greencoat Capital,Dunkeswell,Solar,PV,No,Solar,,  2.8 ,LV,England,South West,,EX144RD	,313746.0,107938.0,2015
Greencoat Capital,Homestead,Solar,PV,No,Solar,,  17.7 ,LV,England,South East,NN127LS,,473845.0,244756.0,2015
Greencoat Capital,Hunciecroft,Solar,PV,No,Solar,,  7.6 ,LV,England,East Midlands,S803ND,,454513.0,373909.0,2015
Greencoat Capital,New Kaine,Solar,PV,No,Solar,,  1.9 ,LV,England,South East,ME97HP,,584858.0,166460.0,2015
Greencoat Capital,New Stone House,Solar,PV,No,Solar,,  11.5 ,LV,England,South East,OX252PT,,455811.0,219330.0,2015
Greencoat Capital,Chapel Hill,Solar,PV,No,Solar,,  10.1 ,LV,Wales,Wales,SA715HY,,196092.0,197842.0,2015
Greencoat Capital,Saron,Solar,PV,No,Solar,,  6.3 ,LV,Wales,Wales,SA183TW,,260904.0,212664.0,2015
Greencoat Capital,Hendai,Solar,PV,No,Solar,,  13.4 ,LV,Wales,Wales,,CF828FU	,312392.0,197842.0,2015
Greencoat Capital,Weston Longville,Solar,PV,No,Solar,,  7.6 ,LV,England,East of England,,NR95JF		,610220.0,315069.0,2015
Greencoat Capital,Gaultney,Solar,PV,No,Solar,,  21.6 ,LV,England,East Midlands,NN142SW,,,,2015
Greencoat Capital,Garvinack,Solar,PV,No,Solar,,  9.6 ,LV,England,South West,TR49EP,,177775.0,47586.0,2015
Greencoat Capital,Coombe,Solar,PV,No,Solar,,  7.3 ,LV,England,South West,EX85AZ,,301187.0,84681.0,2015
Greencoat Capital,Isle of Wight,Solar,PV,No,Solar,,  6.2 ,LV,England,South East,PO334RW,,452614.0,90511.0,2015
Greencoat Capital,Place Farm,Solar,PV,No,Solar,,  6.8 ,LV,England,South East,TN262LX,,597181.0,132855.0,2015
Greencoat Capital,Malmaynes,Solar,PV,No,Solar,,  14.8 ,LV,England,South East,ME39SQ,,580664.0,175335.0,2015
Greencoat Capital,Moat Farm,Solar,PV,No,Solar,,  4.6 ,LV,England,East Midlands,DN228QX,,466600.0,384353.0,2015
Greencoat Capital,Upper Farm,Solar,PV,No,Solar,,  10.0 ,LV,England,South East,SO249RY,,463453.0,141758.0,2015
Greencoat Capital,Rhydypandy,Solar,PV,No,Solar,,  6.4 ,LV,Wales,Wales,SA66NX,,265957.0,200658.0,2015
Greencoat Capital,Wilton,Solar,PV,No,Solar,,  9.5 ,LV,England,South West,PL125BX,,231509.0,58873.0,2015
Greencoat Capital,Hoplass,Solar,PV,No,Solar,,  10.3 ,LV,Wales,Wales,SA715TG,,190875.0,200362.0,2015
Greencoat Capital,Radstone,Solar,PV,No,Solar,,  5.2 ,LV,England,East Midlands,NN135PY,,,,2015
Greencoat Capital,Hendre Fawr,Solar,PV,No,Solar,,  11.6 ,LV,Wales,Wales,CF449RJ,,291347.0,206062.0,2015
Greencoat Capital,Aston House,Solar,PV,No,Solar,,  19.8 ,LV,England,East Midlands,,DE65AG		,416833.0,331778.0,2015
Greencoat Capital,Morton Solar,Solar,PV,No,Solar,,  28.1 ,LV,England,East Midlands,DN228HD,,467120.0,379462.0,2015
Greencoat Capital,Welbeck,Solar,PV,No,Solar,,  16.0 ,LV,England,East Midlands,NG229EY,,460619.0,372696.0,2015
Greencoat Capital,Gedulah,Solar,PV,No,Solar,,  18.3 ,LV,England,North West,CA73JU,,,,2015
Greencoat Capital,Rolleston,Solar,PV,No,Solar,,  18.0 ,LV,England,West Midlands,DE139HH,,421291.0,326955.0,2015
